Latitude,Longitude
55.9491838,-3.1836253
55.9492365,-3.1832287
55.9492579,-3.1828121
55.9492838,-3.1824906
55.9492931,-3.1823908
55.9492953,-3.1823675
55.9493454,-3.1817443
55.9493742,-3.1814034
55.9494098,-3.180995
55.9494388,-3.180622
55.949521,-3.1801863
55.949603,-3.1799348
55.9497194,-3.1795934
55.9498699,-3.1791351
55.9499214,-3.1789855
55.9500096,-3.1787296
55.950119,-3.1784123
55.9501341,-3.1783684
55.95028,-3.1779451
55.9502916,-3.1779113
55.9503612,-3.1777093
55.9504564,-3.1774519
55.9505124,-3.1773076
55.9505486,-3.1772146
55.9506304,-3.1770123
55.9508271,-3.1765208
55.9509747,-3.1761686
55.9511749,-3.1757901
55.9512092,-3.1753202
55.951328,-3.1749548
55.9512723,-3.1740477
55.951147,-3.1738615
55.9504449,-3.1728296
55.9503541,-3.1726951
55.9505449,-3.1723224
55.9504821,-3.1721602
55.9505346,-3.1720716
55.9506439,-3.171769
55.9506561,-3.1716551
55.9508088,-3.1706442
55.9510279,-3.1693868
55.9511716,-3.1685616
55.9531315,-3.160709
55.9535894,-3.1597198
55.9537929,-3.1593038
55.9542173,-3.158486
55.954308,-3.1583138
55.9543574,-3.1582087
55.9546295,-3.1577538
55.9553426,-3.1552769
55.9554619,-3.1551756
55.9552722,-3.1537564
55.9551288,-3.1523471
55.955037,-3.1507353
55.9550071,-3.1501853
55.9549986,-3.1499373
55.9550064,-3.1491702
55.9550782,-3.1480327
55.9550819,-3.1478982
55.9550949,-3.147528
55.9551197,-3.1461739
55.9551189,-3.1459622
55.9551149,-3.145463
55.9551094,-3.1444302
55.9551293,-3.1441845
55.9551582,-3.1439347
55.9551643,-3.1438827
55.9552591,-3.143014
55.955292,-3.1427328
55.9553649,-3.14211
55.9554174,-3.1417203
55.9555447,-3.1408944
55.9555471,-3.14088
55.9556371,-3.1403155
55.9556626,-3.1401794
55.9557471,-3.1396687
55.9558202,-3.1392272
55.9559794,-3.1381692
55.9561935,-3.1366028
55.9562805,-3.1354266
55.9563611,-3.1343372
55.956378,-3.1341222
55.9564403,-3.1333199
55.9565178,-3.1323085
55.9566785,-3.1309826
55.9566969,-3.1308485
55.9568395,-3.1296764
55.9569419,-3.1287669
55.957099,-3.1274999
55.9571936,-3.1267417
55.9572561,-3.1262339
55.9573802,-3.1249046
55.9573893,-3.1248121
55.9574904,-3.123637
55.9575149,-3.1232592
55.9575062,-3.1230139
55.9575089,-3.1229086
55.9575117,-3.1227897
55.9575209,-3.1226593
55.9575296,-3.1225763
55.9575562,-3.1224142
55.9576234,-3.122094
55.9577561,-3.1208368
55.9578646,-3.1195905
55.9579443,-3.1186789
55.9580332,-3.1183777
